Species,Taxonomy,CO1
Tenebrio_molitor_7067,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Tenebrionidae_7065,72.0
Biston_falcata_1882870,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,71.0
Monochamus_sartor_236072,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,71.0
Bryophaenocladius_ictericus_1720634,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,71.0
Aphelinus_varipes_163155,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Aphelinidae_108385,71.0
Scirpophaga_excerptalis_236802,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,71.0
Nasonia_longicornis_7427,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pteromalidae_7423,71.0
Romualdius_bifoveolatus_1342232,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,71.0
Protodeltote_albidula_708064,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,71.0
Mythimna_monticola_1212784,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,71.0
Lispe_cotidiana_1291906,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,71.0
Oulema_melanopus_294584,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,71.0
Thaumatomyia_pulla_1304402,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chloropidae_29032,71.0
Bibarrambla_allenella_687076,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Depressariidae_2681869,71.0
Chrysoritis_thysbe_140344,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,71.0
Eupithecia_subfuscata_216862,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,71.0
Trirhabda_borealis_263398,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,71.0
Ommatissus_lybicus_1523454,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Tropiduchidae_66049,71.0
Neopsylla_paranoma_157713,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Siphonaptera_7509;Ctenophthalmidae_140707,71.0
Agrotis_ipsilon_56364,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,71.0
Psammotettix_lividellus_30148,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,71.0
Polyommatus_damon_268641,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,71.0
Atta_colombica_520822,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,71.0
Parochlus_kiefferi_646201,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,71.0
Podabrus_rugosulus_1710770,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cantharidae_41097,71.0
Carabus_dufouri_219146,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,71.0
Metriocnemus_brusti_1740929,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,71.0
Xenostrongylus_variegatus_2748664,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Nitidulidae_116151,71.0
Coleomegilla_maculata_279632,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Coccinellidae_7080,71.0
Culicoides_wadai_469754,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Ceratopogonidae_41819,71.0
Afroptilum_sudafricanum_2691099,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Baetidae_172515,71.0
Dolerus_elderi_1250578,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,70.0
Memphis_forreri_1053750,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,70.0
Tetramorium_alpestre_323550,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,70.0
Aricia_artaxerxes_91738,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,70.0
Anastrepha_ludens_28586,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tephritidae_7211,70.0
Culicoides_fulvus_1780385,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Ceratopogonidae_41819,70.0
Spilogona_suspecta_1291962,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,70.0
Amegilla_murrayensis_598098,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,70.0
Dalopius_vagus_1709642,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,70.0
Hermeuptychia_atalanta_1107395,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,70.0
Ochthebius_notabilis_317860,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Hydraenidae_110044,70.0
Pherbellia_tenuipes_1086775,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciomyzidae_169447,70.0
Maoricicada_campbelli_124230,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadidae_7033,70.0
Pimelia_laevigata_48264,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Tenebrionidae_7065,70.0
Trixagus_sericeus_1710668,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Throscidae_195305,70.0
Acantholyda_posticalis_222798,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pamphiliidae_95274,70.0
Thaumatomyia_bistriata_1692442,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chloropidae_29032,70.0
Jikradia_olitoria_139538,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,70.0
Dynastes_hercules_1247135,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,70.0
Copaxa_moinieri_316027,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Saturniidae_7117,70.0
Eupithecia_annulata_216864,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,70.0
Malacosoma_californicum_151313,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lasiocampidae_7096,70.0
Bothrometopus_parvulus_312706,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,70.0
Calopteryx_maculata_50491,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Calopterygidae_50489,70.0
Lopinga_achine_348718,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,70.0
Ceratodalia_gueneata_572824,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,70.0
Lasius_niger_67767,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,70.0
Rhopalum_clavipes_1124889,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Crabronidae_253718,70.0
Morpho_helenor_64456,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,70.0
Phengaris_arion_203779,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,70.0
Stilbus_apicialis_1720759,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Phalacridae_196986,70.0
Hypaurotis_quercus_116135,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,70.0
Coenonympha_arcania_111894,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,70.0
Tetragonisca_angustula_166442,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,70.0
Cryptocephalus_octoguttatus_1091372,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,70.0
Anagrus_atomus_401872,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Mymaridae_162252,70.0
Curculio_hilgendorfi_272748,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,70.0
Trypodendron_lineatum_105211,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,70.0
Tegeticula_synthetica_51735,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Prodoxidae_28660,70.0
Aristotelia_rubidella_691558,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,70.0
Brenthis_ino_405034,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,70.0
Boettcheria_latisterna_657627,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sarcophagidae_7381,70.0
Nabis_roseipennis_881571,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Nabidae_57993,70.0
Eysarcoris_guttigerus_702485,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Pentatomidae_160513,70.0
Hemipyrellia_ligurriens_195107,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Calliphoridae_7371,70.0
Pheropsophus_jessoensis_1077998,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,70.0
Hybos_reversus_1886963,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Hybotidae_1446258,69.0
Berberomeloe_majalis_443660,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Meloidae_34672,69.0
Phygadeuon_trichops_1895147,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Ichneumonidae_7408,69.0
Eulaema_meriana_83313,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,69.0
Bombus_lapidarius_30192,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,69.0
Spelobia_semioculata_1692435,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sphaeroceridae_114620,69.0
Drosophila_immigrans_7250,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,69.0
Curculio_uniformis_1868236,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,69.0
Heterotrigona_itama_395501,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,69.0
Tachina_algens_1890637,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tachinidae_27474,69.0
Dikrella_californica_1656436,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,69.0
Dione_vanillae_2795540,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,69.0
Paracercion_v_nigrum_1389458,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Coenagrionidae_70895,69.0
Mesechthistatus_binodosus_407273,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,69.0
Pseudotelphusa_quercinigracella_1666691,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,69.0
Oxytorus_antennatus_1830385,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Ichneumonidae_7408,69.0
Anaticola_crassicornis_160206,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Phthiraptera_85819;Philopteridae_66236,69.0
Calliptamus_abbreviatus_244720,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Acrididae_7002,69.0
Hesperophylax_designatus_160085,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Limnephilidae_50645,69.0
Leucotaraxis_argenticollis_2126152,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chamaemyiidae_189958,69.0
Syrphus_torvus_1124550,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,69.0
Maconellicoccus_hirsutus_177089,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Pseudococcidae_30190,69.0
Lygocoris_omnivagus_881498,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,69.0
Eulithis_explanata_663897,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,69.0
Ecitophora_bruchi_2815865,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Phoridae_36164,69.0
Orchestes_alni_1342065,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,69.0
Cyaniris_semiargus_988025,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,69.0
Tetramorium_impurum_30205,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,69.0
Serratella_ignita_1077841,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Ephemerellidae_50633,69.0
Aristotelia_roseosuffusella_1666463,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,69.0
Angiopolybia_pallens_91386,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Vespidae_7438,68.0
Spelobia_clunipes_1888022,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sphaeroceridae_114620,68.0
Xylophagus_reflectens_1720771,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Xylophagaidae_92613,68.0
Pontia_daplidice_441325,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Pieridae_7114,68.0
Smerinthus_cerisyi_119286,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,68.0
Pachysoma_gariepinus_236280,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,68.0
Protaetia_cuprea_360077,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,68.0
Platypalpus_stabilis_1446219,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Hybotidae_1446258,68.0
Homalictus_fijiensis_2709221,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,68.0
Chytolita_morbidalis_688538,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,68.0
Rhynchophorus_vulneratus_1486342,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,68.0
Boloria_euphrosyne_405023,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,68.0
Telegonus_fruticibus_2723767,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,68.0
Heteranassa_mima_2013296,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,68.0
Mesopsocus_unipunctatus_297979,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Psocoptera_30259;Mesopsocidae_209949,68.0
Lasiomma_latipenne_392040,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Anthomyiidae_30062,68.0
Phymata_americana_1347736,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Phymatidae_237172,68.0
Autographa_precationis_319802,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,68.0
Ligyrocoris_sylvestris_881559,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Rhyparochromidae_238617,68.0
Melanargia_galathea_111923,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,68.0
Torymus_flavipes_714621,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Torymidae_64154,68.0
Leguminivora_glycinivorella_1035111,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,68.0
Rhithrogena_robusta_603680,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Heptageniidae_178295,68.0
Mechanitis_messenoides_2578229,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,68.0
Enallagma_hageni_79478,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Coenagrionidae_70895,68.0
Chrysoperla_carnea_189513,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Neuroptera_7516;Chrysopidae_7520,68.0
Phyciodes_cocyta_113348,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,68.0
Ceratosolen_emarginatus_130010,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Agaonidae_75187,68.0
Graecopachys_quadricollis_668939,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Tenebrionidae_7065,68.0
Deronectes_aubei_156923,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,68.0
Megachile_perihirta_1667524,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Megachilidae_124286,68.0
Coscinia_cribraria_938185,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,68.0
Pheosia_rimosa_214309,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Notodontidae_37571,68.0
Publilia_concava_54644,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Membracidae_30095,68.0
Pegoplata_nigroscutellata_1725472,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Anthomyiidae_30062,67.0
Miltochrista_miniata_987980,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,67.0
Culiseta_morsitans_329107,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,67.0
Austroagallia_torrida_1006952,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,67.0
Fannia_armata_95469,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Fanniidae_27471,67.0
Velarifictorus_micado_209042,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Gryllidae_6995,67.0
Ponera_swezeyi_616653,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,67.0
Beris_fuscipes_1086752,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Stratiomyidae_34687,67.0
Amphigerontia_bifasciata_1646251,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Psocoptera_30259;Psocidae_50619,67.0
Anopheles_hyrcanus_138534,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,67.0
Ichneumon_memorator_1667516,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Ichneumonidae_7408,67.0
Melanaphis_sacchari_742174,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,67.0
Discobola_annulata_1690375,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Limoniidae_43823,67.0
Trichordestra_liquida_1485878,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,67.0
Silpha_perforata_414923,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Silphidae_57514,67.0
Lacinipolia_olivacea_688381,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,67.0
Leucrocuta_hebe_248239,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Heptageniidae_178295,67.0
Cricotopus_parbicinctus_1667277,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,67.0
Lasiommata_megera_111917,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,67.0
Monophadnus_pallescens_1385278,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,67.0
Solenopsis_mameti_443844,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,67.0
Kerria_lacca_473130,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Kerriidae_249430,67.0
Bucculatrix_pomifoliella_687278,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Bucculatricidae_198964,67.0
Drosophila_mojavensis_7230,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,67.0
Olethreutes_baccatana_690168,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,67.0
Alloxysta_fulviceps_1345121,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Figitidae_44353,67.0
Acheta_domesticus_6997,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Gryllidae_6995,67.0
Coptotermes_acinaciformis_72654,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Blattodea_85823;Rhinotermitidae_36985,67.0
Protaetia_brevitarsis_348688,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,67.0
Polix_coloradella_572878,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Oecophoridae_57992,67.0
Eulachnus_rileyi_97066,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,67.0
Cicindela_lusitanica_247074,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,67.0
Ceraclea_excisa_692079,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Leptoceridae_50642,67.0
Agrotis_venerabilis_689057,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,67.0
Ecliptopera_silaceata_104457,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,66.0
Errastunus_ocellaris_1720675,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,66.0
Palingenia_longicauda_650627,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Palingeniidae_241026,66.0
Anarta_trifolii_987454,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,66.0
Pipunculus_luteicornis_1692426,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Pipunculidae_43835,66.0
Monalocoris_americanus_236722,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,66.0
Vespula_germanica_30212,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Vespidae_7438,66.0
Ochthebius_urbanelliae_1309382,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Hydraenidae_110044,66.0
Eumerus_amoenus_1678109,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,66.0
Xanthocnemis_zealandica_481685,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Coenagrionidae_70895,66.0
Anopheles_lindesayi_261161,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,66.0
Stictocladius_multiserialis_1357327,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,66.0
Dinocras_cephalotes_441509,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Plecoptera_50622;Perlidae_51551,66.0
Electrogena_ujhelyii_1351855,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Heptageniidae_178295,66.0
Bombus_rufocinctus_207647,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,66.0
Necterosoma_undecimlineatum_596275,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,66.0
Bombus_trifasciatus_130714,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,66.0
Elgiva_solicita_320940,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciomyzidae_169447,66.0
Cryptolaemus_montrouzieri_559131,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Coccinellidae_7080,66.0
Gasterophilus_intestinalis_84525,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Oestridae_7387,66.0
Propylea_quattuordecimpunctata_558720,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Coccinellidae_7080,66.0
Lucilia_porphyrina_186148,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Calliphoridae_7371,66.0
Exochus_pictus_1667507,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Ichneumonidae_7408,66.0
Opsiphanes_cassina_127359,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,66.0
